Movie_Title,new_censor
To Have and Have Not,kids
Bringing Up Baby,unrated
A Night at the Opera,unrated
Duck Soup,unrated
Midnight in Paris,teens
The Hangover,kids
Office Space,adults
Clerks,kids
Home Alone,kids
Evil Dead II,adults
The Purple Rose of Cairo,kids
The Goonies,kids
Zelig,unrated
Airplane!,kids
Love and Death,unrated
What We Do in the Shadows,adults
Superbad,adults
Le dîner de cons,teens
Dazed and Confused,kids
The Muppet Movie,kids
"Play It Again, Sam",unrated
Kelly's Heroes,kids
The Odd Couple,unrated
Stree,kids
Tucker and Dale vs Evil,adults
"The Adventures of Priscilla, Queen of the Desert",kids
Braindead,adults
National Lampoon's Christmas Vacation,kids
Beetle Juice,kids
Trading Places,kids
The Meaning of Life,unrated
An American Werewolf in London,adults
And Now for Something Completely Different,unrated
The Producers,kids
A Hard Day's Night,kids
White Christmas,unrated
In the Loop,unrated
Best in Show,teens
Galaxy Quest,kids
Waiting for Guffman,adults
Army of Darkness,adults
Radio Days,kids
Broadway Danny Rose,unrated
National Lampoon's Animal House,adults
The Rocky Horror Picture Show,kids
The Party,unrated
A.R.O.G,unrated
Paddington,kids
Death at a Funeral,adults
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,adults
Clerks II,adults
Waking Ned,kids
Election,kids
Deconstructing Harry,kids
Dumb and Dumber,kids
The Return of the Living Dead,adults
Gremlins,kids
National Lampoon's Vacation,kids
The Gods Must Be Crazy,unrated
Hausu,unrated
The Suicide Squad,adults
School of Rock,unrated
A Mighty Wind,teens
The Birdcage,adults
Major League,kids
The Lost Boys,kids
Re-Animator,adults
Caddyshack,kids
Grease,adults
Ghostbusters: Afterlife,kids
Le tout nouveau testament,unrated
Pitch Perfect,kids
"Love, Rosie",kids
Booksmart,adults
The Muppets,kids
Whatever Works,teens
Bienvenue chez les Ch'tis,unrated
The 40 Year Old Virgin,kids
Mean Girls,adults
Anchorman: The Legend of Ron Burgundy,kids
Human Traffic,adults
There's Something About Mary,adults
The Frighteners,adults
Tommy Boy,kids
Tremors,unrated
Pretty Woman,adults
The Adventures of Baron Munchausen,kids
Coming to America,kids
Spaceballs,kids
Little Shop of Horrors,kids
Better Off Dead...,unrated
The Jerk,unrated
Sleeper,adults
Dance of the Vampires,unrated
The Seven Year Itch,unrated
Gentlemen Prefer Blondes,unrated
Arif V 216,unrated
The Christmas Chronicles,kids
Qu'est-ce qu'on a fait au bon Dieu?,unrated
Hundraåringen som klev ut genom fönstret och försvann,adults
"I Love You, Man",adults
Bhoot Police,teens
Miss Pettigrew Lives for a Day,adults
Frequently Asked Questions About Time Travel,unrated
Hors de prix,teens
Wedding Crashers,kids
Harold & Kumar Go to White Castle,adults
Elf,kids
Old School,kids
Meet the Parents,kids
American Pie,adults
Austin Powers: International Man of Mystery,kids
Happy Gilmore,teens
Mighty Aphrodite,adults
Mallrats,adults
Jumanji,kids
Les visiteurs,adults
Wayne's World,kids
What About Bob?,kids
Uncle Buck,kids
Bull Durham,kids
Pee-wee's Big Adventure,kids
Sixteen Candles,kids
Funny Face,kids
Aladdin,kids
Fack ju Göhte,unrated
Everybody Wants Some!!,adults
Ted,adults
Paul,kids
Step Brothers,kids
Knocked Up,adults
The Holiday,kids
Grandma's Boy,adults
Napoleon Dynamite,kids
The Wedding Singer,teens
Liar Liar,kids
Matilda,kids
Kingpin,kids
Clueless,kids
Ace Ventura: Pet Detective,adults
Hocus Pocus,kids
Dave,kids
The Addams Family,kids
UHF,unrated
Bill & Ted's Excellent Adventure,kids
Overboard,kids
Flight of the Navigator,kids
Real Genius,unrated
Arthur,kids
Time Bandits,kids
Nine to Five,unrated
Up in Smoke,adults
Bananas,teens
Yesterday,kids
Always Be My Maybe,teens
Long Shot,adults
Warm Bodies,teens
The F Word,teens
Bridesmaids,teens
Yes Man,teens
Walk Hard: The Dewey Cox Story,adults
Role Models,kids
Tenacious D in The Pick of Destiny,adults
A Series of Unfortunate Events,kids
Bruce Almighty,kids
Jay and Silent Bob Strike Back,kids
Serendipity,kids
Detroit Rock City,adults
Addams Family Values,kids
White Men Can't Jump,adults
Hook,kids
The War of the Roses,kids
Creepshow,kids
Stripes,adults
Good Boys,kids
In a World...,adults
The Inbetweeners Movie,adults
American Reunion,adults
L'arnacoeur,adults
Fresh,adults
Metal Lords,adults
Trick 'r Treat,adults
Hot Rod,teens
Penelope,kids
The Hitchhiker's Guide to the Galaxy,kids
Charlie and the Chocolate Factory,kids
Dodgeball: A True Underdog Story,kids
Waiting...,adults
Everyone Says I Love You,adults
Four Rooms,adults
Robin Hood: Men in Tights,kids
Police Academy,adults
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,unrated
Around the World in 80 Days,kids
Mamma Mia! Here We Go Again,kids
Project X,adults
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,adults
This Is the End,adults
The Wedding Ringer,adults
Run Fatboy Run,teens
Talladega Nights: The Ballad of Ricky Bobby,teens
Nanny McPhee,kids
Hitch,kids
I Heart Huckabees,adults
EuroTrip,adults
Astérix & Obélix: Mission Cléopâtre,kids
The Replacements,kids
"Me, Myself & Irene",adults
Drop Dead Gorgeous,teens
Grumpier Old Men,kids
Death Becomes Her,adults
Roxanne,kids
*batteries not included,unrated
Short Circuit,kids
Back to School,kids
Weird Science,unrated
Revenge of the Nerds,kids
Bad Trip,adults
Eurovision Song Contest: The Story of Fire Saga,teens
A Rainy Day in New York,teens
Set It Up,adults
Better Watch Out,adults
Bad Grandpa,adults
Diary of a Wimpy Kid: Rodrick Rules,kids
Friends with Benefits,adults
Think Like a Man,teens
Sex Drive,adults
Blended,kids
Zack and Miri Make a Porno,adults
Mamma Mia!,adults
Music and Lyrics,teens
Harold & Kumar Escape from Guantanamo Bay,adults
Slither,adults
Last Holiday,kids
Idiocracy,adults
Hollywood Ending,teens
Wet Hot American Summer,adults
Road Trip,adults
Zoolander,kids
BASEketball,adults
Bowfinger,adults
Can't Hardly Wait,kids
Mouse Hunt,kids
Bean,kids
Sister Act,kids
Father of the Bride,kids
Arachnophobia,kids
The Great Outdoors,unrated
The Witches of Eastwick,kids
The Secret of My Success,kids
Bad Taste,unrated
Brewster's Millions,kids
When We First Met,teens
The Inbetweeners 2,adults
Pitch Perfect 2,kids
Top Five,adults
The Duff,kids
The Dictator,adults
Just Go with It,kids
Fright Night,adults
The Hangover Part II,adults
Hot Tub Time Machine,adults
Leap Year,kids
The Ugly Truth,adults
She's Out of My League,teens
Be Kind Rewind,teens
Night at the Museum,kids
Severance,adults
Mr. Bean's Holiday,kids
Accepted,kids
National Lampoon's Van Wilder,adults
American Pie 2,adults
How to Lose a Guy in 10 Days,adults
Legally Blonde,kids
What Women Want,kids
A Midsummer Night's Dream,teens
Dirty Work,teens
In & Out,teens
Mars Attacks!,kids
The First Wives Club,kids
Little Giants,kids
So I Married an Axe Murderer,kids
Gremlins 2: The New Batch,kids
Cry-Baby,kids
"Honey, I Shrunk the Kids",kids
The Money Pit,kids
Spies Like Us,kids
The Man with Two Brains,kids
Kate & Leopold,kids
El bar,adults
The Babysitter,adults
The Night Before,adults
Ted 2,adults
The Internship,kids
Two Night Stand,adults
Diary of a Wimpy Kid: Dog Days,kids
Neighbors,teens
To Rome with Love,adults
John Dies at the End,adults
The Change-Up,kids
Cedar Rapids,adults
Do Revenge,adults
Going the Distance,adults
Død snø,unrated
Anchorman 2: The Legend Continues,teens
Get Him to the Greek,adults
The Rebound,teens
Freaky,adults
Love Hard,teens
The Invention of Lying,teens
Goosebumps,kids
She's the Man,kids
Blades of Glory,kids
Charlotte's Web,kids
Wimbledon,teens
American Wedding,adults
Ella Enchanted,kids
Freaky Friday,kids
Anything Else,adults
Down with Love,teens
Meet the Fockers,adults
The Princess Diaries,kids
Romy and Michele's High School Reunion,adults
The Truth About Cats & Dogs,adults
Billy Madison,kids
The Little Rascals,kids
Don't Tell Mom the Babysitter's Dead,unrated
Bill & Ted's Bogus Journey,kids
Cat's Eye,unrated
Splash,kids
Bachelor Party,unrated
Bad Moms,adults
Why Him?,teens
Night at the Museum: Secret of the Tomb,kids
Chalet Girl,adults
No Strings Attached,adults
A Very Harold & Kumar 3D Christmas,adults
The Men Who Stare at Goats,adults
Dark Shadows,adults
The Big Year,kids
The Rocker,teens
Beerfest,adults
It's a Boy Girl Thing,kids
Mr. Magorium's Wonder Emporium,kids
Just Friends,kids
13 Going on 30,kids
Anger Management,adults
Ali G Indahouse,kids
How High,adults
Sweet Home Alabama,kids
Scary Movie,teens
How the Grinch Stole Christmas,kids
Idle Hands,adults
A Night at the Roxbury,kids
Black Sheep,kids
Major Payne,teens
I.Q.,kids
Angels in the Outfield,kids
Wayne's World 2,kids
Killer Klowns from Outer Space,kids
National Lampoon's European Vacation,kids
The Adventures of Buckaroo Banzai Across the 8th Dimension,unrated
Porky's,unrated
Private Benjamin,adults
Holidate,teens
Between Two Ferns: The Movie,unrated
That Awkward Moment,adults
The Campaign,adults
Daddy's Home,kids
Vacation,teens
Nanny McPhee and the Big Bang,kids
Hocus Pocus 2,teens
Fired Up!,kids
What Happens in Vegas,kids
Marry Me,kids
27 Dresses,kids
The Game Plan,kids
The Wedding Date,kids
Two Weeks Notice,kids
Evolution,kids
Bedazzled,kids
The Kid,kids
Bring It On,teens
Next Friday,adults
Orgazmo,adults
The Waterboy,kids
Multiplicity,kids
Casper,kids
HouseSitter,kids
House,unrated
Critters,kids
Teen Wolf,kids
Airplane II: The Sequel,kids
Jexi,adults
Daddy's Home 2,kids
My Big Fat Greek Wedding 2,kids
Mike and Dave Need Wedding Dates,adults
Walk of Shame,adults
The Other Woman,adults
Sisters,adults
Overboard,teens
Mr. Popper's Penguins,kids
The Christmas Chronicles: Part Two,kids
Night at the Museum: Battle of the Smithsonian,kids
Parental Guidance,kids
Bedtime Stories,kids
Baby Mama,kids
What's Your Number?,adults
Chasing Liberty,kids
Along Came Polly,kids
Someone Like You...,adults
Stuart Little,kids
Father of the Bride Part II,kids
Rookie of the Year,kids
Memoirs of an Invisible Man,kids
Harry and the Hendersons,kids
The Kissing Booth,teens
Isn't It Romantic,teens
Playing It Cool,adults
Dirty Grandpa,adults
Absolutely Anything,kids
Grown Ups,adults
Bill & Ted Face the Music,kids
Brüno,adults
The Incredible Burt Wonderstone,adults
I Now Pronounce You Chuck & Larry,kids
Hall Pass,kids
School for Scoundrels,teens
Dinner for Schmucks,teens
Must Love Dogs,kids
Guess Who,teens
A Cinderella Story,kids
Cheaper by the Dozen,kids
Duplex,adults
She's All That,kids
Astérix & Obélix contre César,unrated
Vegas Vacation,kids
Joe Versus the Volcano,kids
Look Who's Talking,kids
Mannequin,kids
The Perfect Date,teens
Pitch Perfect 3,kids
The To Do List,adults
Office Christmas Party,adults
21 & Over,adults
The Babysitter: Killer Queen,adults
Confessions of a Shopaholic,kids
Monte Carlo,kids
My Best Friend's Girl,adults
Made of Honor,adults
Semi-Pro,adults
Ghosts of Girlfriends Past,teens
Black Sheep,teens
Nacho Libre,kids
The Heartbreak Kid,kids
The Princess Diaries 2: Royal Engagement,kids
Stuck on You,teens
The Prince & Me,kids
Mr. Deeds,kids
The Ringer,teens
The New Guy,kids
Dracula: Dead and Loving It,teens
Encino Man,kids
Barbarella,kids
The Kissing Booth 2,teens
The Wrong Missy,adults
Bhool Bhulaiyaa 2,kids
Neighbors 2: Sorority Rising,adults
I Give It a Year,adults
Rubber,adults
Playing for Keeps,kids
You Again,kids
Arthur,kids
The Watch,adults
Valentine's Day,kids
John Tucker Must Die,kids
The Santa Clause 2,unrated
Life or Something Like It,kids
Not Another Teen Movie,adults
America's Sweethearts,teens
Bubble Boy,teens
Deuce Bigalow: Male Gigolo,adults
Good Burger,kids
The Nutty Professor,adults
Jingle All the Way,kids
Police Academy 2: Their First Assignment,kids
I Feel Pretty,kids
Night School,kids
Dolittle,kids
A Bad Moms Christmas,adults
Life of the Party,unrated
Fist Fight,adults
Dumb and Dumber To,kids
Wanderlust,adults
New Year's Eve,kids
The Sitter,adults
Bad Teacher,adults
Fred Claus,kids
"You, Me and Dupree",adults
Good Luck Chuck,adults
Failure to Launch,kids
Hatchet,adults
Kicking & Screaming,kids
Win a Date with Tad Hamilton!,teens
Daddy Day Care,kids
Bringing Down the House,adults
40 Days and 40 Nights,adults
Runaway Bride,kids
Major League II,kids
Sister Act 2: Back in the Habit,kids
Dennis the Menace,kids
The Texas Chainsaw Massacre 2,adults
Senior Year,adults
Your Highness,adults
That's My Boy,kids
When in Rome,teens
Couples Retreat,kids
Little Fockers,adults
The House Bunny,teens
Because I Said So,kids
Piranha 3D,adults
Cheaper by the Dozen 2,kids
RV,kids
The Benchwarmers,kids
Employee of the Month,teens
Monster-in-Law,teens
The Lizzie McGuire Movie,kids
Scary Movie 3,kids
The Hot Chick,kids
Big Fat Liar,kids
Bride of Chucky,adults
Forces of Nature,adults
Nine Months,adults
The Dead Don't Die,adults
The Boss,kids
Jennifer's Body,adults
Bride Wars,kids
Teeth,adults
"Yours, Mine & Ours",kids
Evan Almighty,kids
Just My Luck,kids
Christmas with the Kranks,kids
The Perfect Man,kids
Just Married,kids
Doctor Dolittle,teens
Ri¢hie Ri¢h,kids
Coneheads,kids
Problem Child,kids
My Stepmother Is an Alien,kids
What Men Want,adults
Coming 2 America,teens
Tusk,teens
Grown Ups 2,adults
Bachelorette,adults
The Back-up Plan,teens
"I Love You, Beth Cooper",kids
Old Dogs,kids
Aquamarine,kids
The Stepford Wives,teens
View from the Top,teens
Scary Movie 2,teens
Loser,teens
The Wedding Planner,kids
Little Nicky,kids
Flubber,kids
Police Academy 3: Back in Training,kids
Popeye,kids
Rough Night,kids
Zookeeper,kids
Beast,kids
License to Wed,teens
My Super Ex-Girlfriend,teens
Astérix aux jeux olympiques,unrated
Mr. Woodcock,teens
The Medallion,kids
Spy Kids 2: Island of Lost Dreams,kids
Snow Dogs,kids
Sex Tape,adults
Meet Dave,kids
The Three Stooges,kids
The Dukes of Hazzard,teens
Scary Movie 4,adults
The Sweetest Thing,adults
Cats & Dogs,kids
An American Werewolf in Paris,adults
A Haunted House,adults
Me Time,teens
Tooth Fairy,kids
Deck the Halls,kids
Cursed,adults
The Phantom,kids
Nothing But Trouble,unrated
Superman III,kids
Casino Royale,adults
Charlie's Angels,kids
Meet the Blacks,adults
Tammy,adults
Gulliver's Travels,kids
Year One,kids
Herbie Fully Loaded,kids
Seed of Chucky,adults
Boat Trip,adults
Black Knight,teens
The Flintstones,kids
Beethoven's 2nd,kids
Recep Ivedik,unrated
All About Steve,teens
Bewitched,kids
Envy,kids
The Animal,teens
102 Dalmatians,unrated
Double Team,kids
Teenage Mutant Ninja Turtles III,kids
"Honey, I Blew Up the Kid",kids
The Santa Clause 3: The Escape Clause,kids
Are We There Yet?,kids
"Legally Blonde 2: Red, White & Blonde",kids
My Boss's Daughter,teens
Dr. Dolittle 2,kids
Junior,kids
Leprechaun,adults
Howard the Duck,kids
Snatched,adults
Superhero Movie,unrated
Deuce Bigalow: European Gigolo,adults
Confessions of a Teenage Drama Queen,kids
Freddy Got Fingered,adults
Look Who's Talking Too,kids
Thunder Force,teens
Grease 2,adults
He's All That,teens
Nutty Professor II: The Klumps,teens
Look Who's Talking Now,kids
Movie 43,adults
Cinderella,kids
Spy Kids 3: Game Over,kids
Bio-Dome,teens
Stop! Or My Mom Will Shoot,kids
Coolie No. 1,kids
Norbit,teens
Super Mario Bros.,kids
The Cat in the Hat,kids
Street Fighter,kids
Piranha 3DD,adults
The Love Guru,kids
The Adventures of Pluto Nash,teens
The Adventures of Sharkboy and Lavagirl 3-D,kids
Spice World,unrated
Scary Movie 5,adults
Vampires Suck,teens
Dumb and Dumberer: When Harry Met Lloyd,kids
Jack and Jill,kids
The Master of Disguise,kids
Celal ile Ceren,unrated
Troll 2,kids
Meet the Spartans,adults
Date Movie,adults
Laxmii,teens
Epic Movie,kids
Son of the Mask,kids
Enes Batur Hayal mi Gerçek mi?,unrated
Disaster Movie,teens
The Hottie & the Nottie,teens
From Justin to Kelly,kids
Superbabies: Baby Geniuses 2,kids
Cumali Ceber: Allah Seni Alsin,unrated
